Name,Symbol,RIC,Type,NAME,COMPANY NAME,ICB INDUSTRY NAME
NOBEL DESIGN,T:NOBL,NBEL.SI^H17,T:NOBL,NOBEL DESIGN DEAD - DELIST.29/08/17,NOBEL DESIGN HOLDINGS LIMITED,Consumer Discretionary
OCBC CAP 5.1% NCPS 100 PREF.,T:OBCC,OCBC_pd.SI^I18,T:OBCC,OCBC CAP 5.1% NCPS 100 PREF.,NA,Financials
OCBC FINANCE,T:FCLF,-,T:FCLF,OCBC FINANCE DEAD - DEAD 14/12/01,OCBC FINANCE LIMITED,Financials
OCEAN INTL.HOLDINGS,T:OCEH,OCEI.SI^I11,T:OCEH,OCEAN INTL.HOLDINGS DEAD - DELIST.13/09/11,OCEAN INTERNATIONAL HOLDINGS LTD,Consumer Staples
OMEGA NAVIGATION ENTS. (SES),T:OMNE,ONEN.SI^K13,T:OMNE,OMEGA NAVIGATION ENTS. (SES),"OMEGA NAVIGATION ENTERPRISES, INC.",Industrials
OMNI INDUSTRIES,T:OMND,-,T:OMND,OMNI INDUSTRIES DEAD - MERG.683439,OMNI INDUSTRIES LIMITED,Basic Materials
ONG ASIA LTD.,T:ONGA,-,T:ONGA,ONG ASIA LTD. DEAD - DELIST 11/12/01,ONG ASIA LTD,Financials
OSIM INTL.,T:OSIM,OSIL.SI^H16,T:OSIM,OSIM INTL. DEAD - DELIST.29/08/16,OSIM INTERNATIONAL LIMITED,Consumer Discretionary
OSPREY MARITIME,T:OSPR,-,T:OSPR,OSPREY MARITIME DEAD - DELIST.14/05/01,OSPREY MARITIME LIMITED,Industrials
OTTO MARINE,T:OTTO,OTTO.SI^J16,T:OTTO,OTTO MARINE DEAD - DELIST.07/10/16,OTTO MARINE LIMITED,Industrials
OUE HOSPITALITY TRUST REIT UNITS,T:OUEH,OUER.SI^I19,T:OUEH,OUE HOSPITALITY TRUST REIT UNITS,OUE HOSPITALITY TRUST,Real Estate
OVERSEAS UNION BANK,T:OUBS,-,T:OUBS,OVERSEAS UNION BANK DEAD - DELIST.25/03/03,OVERSEAS UNION BANK LIMITED,Financials
OVERSEAS UNION SECS.,T:OUSS,-,T:OUSS,OVERSEAS UNION SECS. DEAD - DELIST.06/08/04,OVERSEAS UNION SECURITIES LIMITED,Financials
OVERSEAS UNION TRUST FB.,T:OVER,-,T:OVER,OVERSEAS UNION TRUST FB. DEAD - DEAD,NA,Financials
PACC OFFSHORE SVS.HLDG.,T:PACC,PACC.SI^B20,T:PACC,PACC OFFSHORE SVS.HLDG. DEAD - DELIST.04/02/20,PACC OFFSHORE SERVICES HOLDINGS LTD,Industrials
PACIFIC CARRIERS,T:PACT,-,T:PACT,PACIFIC CARRIERS DEAD - DELIST.09/05/01,PACIFIC CARRIERS LIMITED,Industrials
PACIFIC HLTHCR.HDG.,T:PAHH,PAHH.SI^H16,T:PAHH,PACIFIC HLTHCR.HDG. DEAD - DELIST.31/08/16,PACIFIC HEALTHCARE HOLDINGS LTD,Health Care
PAN PACIFIC HOTELS GROUP,T:HOPL,PPHG.SI^J13,T:HOPL,PAN PACIFIC HOTELS GROUP DEAD - DELIST.02/10/13,PAN PACIFIC HOTELS GROUP LIMITED,Consumer Discretionary
PAN-UNITED MARINE,T:PNUN,-,T:PNUN,PAN-UNITED MARINE DEAD - DELIST.28/09/07,PAN-UNITED MARINE LTD,Industrials
PARKWAY HOLDINGS,T:PARK,PARM.SI^K10,T:PARK,PARKWAY HOLDINGS DEAD - DELIST.24/11/10,PARKWAY HOLDINGS LIMITED,Health Care
PASSION,T:PASS,PASN.SI^E11,T:PASS,PASSION DEAD - DELIST.13/05/11,PASSION HOLDINGS LIMITED,Consumer Discretionary
PCA TECHNOLOGY,T:PCAT,PCAT.SI^F13,T:PCAT,PCA TECHNOLOGY DEAD - DELIST.03/06/13,PCA TECHNOLOGY LIMITED,Technology
PCI,T:PCIL,PCIL.SI^E19,T:PCIL,PCI DEAD - DELIST.09/05/19,PCI LIMITED,Technology
PEARL ENERGY,T:PEAR,-,T:PEAR,PEARL ENERGY DEAD - DELIST.02/08/06,PEARL ENERGY LTD,Energy
PENTEX-SCHWEIZER CIRC.,T:PENT,-,T:PENT,PENTEX-SCHWEIZER CIRC. DEAD - DELIST 27/10/04,PENTEX-SCHWEIZER CIRCUITS LIMITED,Health Care
PERENNIAL CHINA RET.TST.,T:PERE,PCRT.SI^B15,T:PERE,PERENNIAL CHINA RET.TST. DEAD - DELIST.05/02/15,PERENNIAL CHINA RETAIL TRUST,Real Estate
PERENNIAL RLST.HDG.,T:JKTG,PERE.SI^I20,T:JKTG,PERENNIAL RLST.HDG. DEAD - DELIST.14/09/20,PERENNIAL REAL ESTATE HOLDINGS LTD,Consumer Discretionary
PERMASTEELISA PAC.HLDG.,T:PERM,-,T:PERM,PERMASTEELISA PAC.HLDG. DEAD - DELIST.06/06/08,PERMASTEELISA PACIFIC HOLDINGS LIMITED,Industrials
PERTAMA HOLDINGS,T:PERT,PRTH.SI^A14,T:PERT,PERTAMA HOLDINGS DEAD - DELIST.08/01/14,PERTAMA HOLDINGS LIMITED,Consumer Discretionary
PINE AGRITECH,T:PIAL,PINE.SI^L10,T:PIAL,PINE AGRITECH DEAD - DELIST.02/12/10,PINE AGRITECH LTD,Consumer Staples
POH TIONG CHOON LOGIST.,T:POHT,PTCL.SI^A18,T:POHT,POH TIONG CHOON LOGIST. DEAD - DELIST.03/01/18,POH TIONG CHOON LOGISTICS LIMITED,Industrials
POKKA,T:POKK,-,T:POKK,POKKA DEAD - DELIST.23/10/08,POKKA CORPORATION (SINGAPORE) LIMITED,Consumer Staples
POPULAR HOLDINGS,T:POPH,POPU.SI^E15,T:POPH,POPULAR HOLDINGS DEAD - DELIST.05/05/15,POPULAR HOLDINGS LIMITED,Consumer Discretionary
PORTEK INTL.,T:PORT,PKIL.SI^I11,T:PORT,PORTEK INTL. DEAD - DELIST.27/09/11,PORTEK INTERNATIONAL LTD,Industrials
PRIMA,T:PRIM,-,T:PRIM,PRIMA DEAD - DELIST 02/10/03,PRIMA LTD,Consumer Staples
QINGMEI GROUP HOLDINGS,T:QIGH,QGMI.SI^H19,T:QIGH,QINGMEI GROUP HOLDINGS DEAD - DELIST.18/08/19,QINGMEI GROUP HOLDINGS LIMITED,Consumer Discretionary
RAFFLES HOLDINGS,T:RAHO,-,T:RAHO,RAFFLES HOLDINGS DEAD - DELIST.13/12/06,RAFFLES HOLDINGS LIMITED,Real Estate
RAFFLES UNITED HOLDINGS,T:KIAN,RAFF.SI^L19,T:KIAN,RAFFLES UNITED HOLDINGS DEAD - DELIST.24/12/19,RAFFLES UNITED HOLDINGS LTD,Basic Materials
REPUBLIC HTL.RESORTS,T:REPR,-,T:REPR,REPUBLIC HTL.RESORTS DEAD - DELIST.18/07/02,REPUBLIC HOTELS AND RESORTS LIMITED,Consumer Discretionary
REYOUNG PHARM.HDG.,T:RPHL,REPL.SI^D11,T:RPHL,REYOUNG PHARM.HDG. DEAD - DELIST.21/04/11,REYOUNG PHARMACEUTICAL HOLDINGS LTD,Health Care
RICKMERS MARITIME,T:RIMA,RIMT.SI^G17,T:RIMA,RICKMERS MARITIME DEAD - DELIST 27/07/17,RICKMERS MARITIME,Industrials
RMCA REINSURANCE SUSP. 11/09/91,T:RMRI,-,T:RMRI,RMCA REINSURANCE SUSP. 11/09/91,NA,Financials
ROBINSON & CO.,T:ROBI,-,T:ROBI,ROBINSON & CO. DEAD - DELIST.16/06/08,"ROBINSON AND COMPANY, LIMITED",Consumer Discretionary
ROLY INTERNATIONAL,T:ROLY,-,T:ROLY,ROLY INTERNATIONAL DEAD - DELIST.30/04/07,ROLY INTERNATIONAL HOLDINGS LIMITED,Consumer Discretionary
ROTARY ENGINEERING,T:ROTE,ROTE.SI^C18,T:ROTE,ROTARY ENGINEERING DEAD - DELIST.14/03/18,ROTARY ENGINEERING LIMITED,Industrials
ROTHMANS INDUSTRIES,T:ROTI,-,T:ROTI,ROTHMANS INDUSTRIES DEAD - DELIST 29/10/99,ROTHMANS INDUSTRIES LIMITED,Consumer Staples
ROTOL SINGAPORE,T:ROTO,ROTO.SI^H11,T:ROTO,ROTOL SINGAPORE DEAD - DELIST.18/08/11,ROTOL SINGAPORE LIMITED,Basic Materials
RSH,T:ROCL,RSHL.SI^J10,T:ROCL,RSH DEAD - DELIST.15/10/10,RSH LIMITED,Consumer Discretionary
SAN TEH,T:SANT,SANS.SI^L19,T:SANT,SAN TEH DEAD - DELIST.19/12/19,SAN TEH LTD,Industrials
SC GLOBAL DEV.,T:ANAH,SCGO.SI^C13,T:ANAH,SC GLOBAL DEV. DEAD - DELIST.11/03/13,SC GLOBAL DEVELOPMENT LIMITED,Real Estate
SCINTRONIX,T:TTLH,SCNX.SI^C15,T:TTLH,SCINTRONIX DEAD - DELIST.13/03/15,SCINTRONIX CORPORATION LIMITED,Industrials
SEALION HOTELS,675041,-,675041,SEALION HOTELS DEAD - SEE 771280,NA,NA
SEATOWN,T:PCIH,-,T:PCIH,SEATOWN DEAD - DELIST.31/08/07,SEATOWN CORPORATION LIMITED,Basic Materials
SELANGOR COCONUTS,932669,-,932669,SELANGOR COCONUTS,NA,Consumer Staples
SEMBAWANG KIMTRANS,T:SEKI,-,T:SEKI,SEMBAWANG KIMTRANS DEAD - DELIST.26/10/07,SEMBAWANG KIMTRANS LIMITED,Industrials
SEMBAWANG MERGER SEE 675688,T:SHIP,-,T:SHIP,SEMBAWANG MERGER SEE 675688,SEMBAWANG CORPORATION LIMITED,Industrials
SEMBAWANG RESOURCES,T:SEMR,-,T:SEMR,SEMBAWANG RESOURCES DEAD - 23/08/99,SEMBAWANG RESOURCES LTD,Industrials
SEMBCORP LOGISTICS,T:MART,-,T:MART,SEMBCORP LOGISTICS DEAD - DELIST.27/07/06,SEMBCORP LOGISTICS LIMITED,Industrials
SHANGHAI ASIA HDG.,T:SHAG,SHAN.SI^J13,T:SHAG,SHANGHAI ASIA HDG. DEAD - DELIST.16/10/13,SHANGHAI ASIA HOLDINGS LIMITED,Industrials
SHANGRI-LA HOTEL,T:SGRI,-,T:SGRI,SHANGRI-LA HOTEL DEAD - 23/02/01,SHANGRI-LA HOTEL LIMITED,Consumer Discretionary
SHOWPLA ASIA,312497,-,312497,SHOWPLA ASIA DEAD - DELIST.25/03/99,NA,Basic Materials
SIM LIAN GROUP,T:SILI,SIML.SI^K16,T:SILI,SIM LIAN GROUP DEAD - DELIST.01/11/16,SIM LIAN GROUP LIMITED,Real Estate
SIME SINGAPORE,T:SIMS,-,T:SIMS,SIME SINGAPORE DEAD - DELIST.16/04/01,SIME SINGAPORE LIMITED,Financials
SIN GHEE HUAT,T:SGHC,SGHC.SI^H21,T:SGHC,SIN GHEE HUAT DEAD - DELIST.18/08/21,SIN GHEE HUAT CORPORATION LTD.,Basic Materials
SINCERE WATCH,T:SIWA,-,T:SIWA,SINCERE WATCH DEAD - DELIST.08/08/08,SINCERE WATCH LIMITED,Consumer Discretionary
SING LUN HOLDINGS,T:SILU,-,T:SILU,SING LUN HOLDINGS DEAD - DELIST.20/06/08,SING LUN HOLDINGS LIMITED,Consumer Discretionary
SINGAPORE COMPUTER SYS.,T:SCSY,-,T:SCSY,SINGAPORE COMPUTER SYS. DEAD - DELIST.12/12/08,SINGAPORE COMPUTER SYSTEMS LIMITED,Technology
SINGAPORE FOOD INDS.,T:SIFO,SFIL.SI^D09,T:SIFO,SINGAPORE FOOD INDS. DEAD - DELIST.22/04/09,SINGAPORE FOOD INDUSTRIES LIMITED,Consumer Staples
SINGAPORE INV.&FIN.400,31943H,-,31943H,SINGAPORE INV.&FIN.400 DEAD - DUPL.SEE 31772N,NA,Financials
SINGAPORE LAND,T:SLND,SLND.SI^H14,T:SLND,SINGAPORE LAND DEAD - DELIST.25/08/14,SINGAPORE LAND LIMITED,Real Estate
SINGAPORE MRT,T:SMRT,-,T:SMRT,SINGAPORE MRT DEAD - DUPL.SEE 298778,NA,NA
SINGAPORE PETROLEUM CO.,T:SPET,SPCS.SI^J09,T:SPET,SINGAPORE PETROLEUM CO. DEAD - DELIST.22/10/09,SINGAPORE PETROLEUM COMPANY LIMITED,Energy
SINGAPORE PETROLEUM COMPANY LIMITED,28045Q,-,28045Q,SINGAPORE PETROLEUM COMPANY LIMITED,NA,NA
SINGAPORE REIN.,T:REIN,SPRS.SI^H21,T:REIN,SINGAPORE REIN. DEAD - DELIST.05/08/21,SINGAPORE REINSURANCE CORPORATION LIMITED,Financials
SINGAPORE TECH AEROSPACE,T:SARO,-,T:SARO,SINGAPORE TECH AEROSPACE DEAD - CONV.SEE 898285,SINGAPORE TECHNOLOGIES AEROSPACE LIMITED,Industrials
SINGAPORE TECH AUTO,T:SSAE,-,T:SSAE,SINGAPORE TECH AUTO DEAD - CONV.SEE 898285,SINGAPORE TECHNOLOGIES AUTOMOTIVE LTD,Consumer Discretionary
SINGAPORE TECH INDL. MERGER SEE 675688,T:SGTI,-,T:SGTI,SINGAPORE TECH INDL. MERGER SEE 675688,SINGAPORE TECHNOLOGIES INDUSTRIAL CORP,Industrials
SINO TECHFIBRE,T:STFL,SNTH.SI^B20,T:STFL,SINO TECHFIBRE DEAD - DELIST.14/02/20,SINO TECHFIBRE LIMITED,Basic Materials
SINO-ENVM.TECH.GP.,T:SETG,SOET.SI^I11,T:SETG,SINO-ENVM.TECH.GP. DEAD - DELIST.13/09/11,SINO-ENVIRONMENT TECHNOLOGY GROUP LIMITED,Utilities
SINOPIPE HOLDINGS,T:SPHL,SPHL.SI^I21,T:SPHL,SINOPIPE HOLDINGS DEAD - DELIST.15/09/21,SINOPIPE HOLDINGS LTD,Industrials
SINOTEL TECHNOLOGIES,T:SINT,-,T:SINT,SINOTEL TECHNOLOGIES DEAD - DELIST.15/03/16,SINOTEL TECHNOLOGIES LIMITED.,Telecommunications
SMB UNITED,T:SMBU,SMBU.SI^D12,T:SMBU,SMB UNITED DEAD - DELIST09/04/12,SMB UNITED LIMITED,Technology
SMRT,T:SMTC,SMRT.SI^J16,T:SMTC,SMRT DEAD - DELIST.31/10/16,SMRT CORPORATION LIMITED,Consumer Discretionary
SNP,T:SNP,-,T:SNP,SNP DEAD - DELIST.12/09/08,SNP CORPORATION LIMITED,Industrials
SOILBUILD BUSINESS SPACE REIT,T:SBSR,SBSR.SI^D21,T:SBSR,SOILBUILD BUSINESS SPACE REIT,SOILBUILD BUSINESS SPACE REIT,Real Estate
SOILBUILD GROUP HDG.,T:SOIL,SOIL.SI^L10,T:SOIL,SOILBUILD GROUP HDG. DEAD - DELIST.20/12/10,SOILBUILD GROUP HOLDINGS LTD,Consumer Discretionary
SOMERSET HDG.,T:LICO,-,T:LICO,SOMERSET HDG. DEAD - MERGER(315279),SOMERSET HOLDINGS LIMITED,Real Estate
SP CHEMICALS,T:SIPU,SINP.SI^C09,T:SIPU,SP CHEMICALS DEAD - DELIST.23/03/09,SP CHEMICALS LIMITED,Basic Materials
SPEEDY-TECH ELTN.,T:SPEE,-,T:SPEE,SPEEDY-TECH ELTN. DEAD - DELIST.13/12/05,SPEEDY-TECH ELECTRONICS LTD,Industrials
SPH ASIAONE,T:SPHA,-,T:SPHA,SPH ASIAONE DEAD - DELIST.23/01/02,SPH ASIAONE LIMITED,Technology
SSH,T:SSHH,SSHL.SI^E10,T:SSHH,SSH DEAD - DELIST.14/05/10,SSH CORPORATION LIMITED,Industrials
ST ELECTRONIC&ENGR.,T:SGEE,-,T:SGEE,ST ELECTRONIC&ENGR. DEAD - CONV.SEE 898285,SINGAPORE TECHNOLOGIES ELECTRONICS LTD,Industrials
ST SHIPBLDG. & ENGR.,T:SBAE,-,T:SBAE,ST SHIPBLDG. & ENGR. DEAD - CONV.SEE 898285,ST SHIPBUILDING & ENGINEERING LTD,Industrials
STAR PHARMACEUTICAL,T:STPH,SRPT.SI^L19,T:STPH,STAR PHARMACEUTICAL DEAD - DELIST.05/12/19,STAR PHARMACEUTICAL LIMITED,Health Care
STATS CHIPPAC,T:STAT,STTS.SI^J15,T:STAT,STATS CHIPPAC DEAD - DELIST.19/10/15,STATS CHIPPAC LIMITED,Technology
STRATECH GROUP,T:STRT,STRT.SI^J20,T:STRT,STRATECH GROUP DEAD - DELIST.23/10/20,STRATECH GROUP LTD,Technology
STRATECH SYSTEMS,T:STSY,SSYM.SI^D15,T:STSY,STRATECH SYSTEMS DEAD - DELIST.06/04/15,STRATECH SYSTEMS LIMITED,Technology
STYLE MERCHANTS,T:NOTE,STYM.SI^B12,T:NOTE,STYLE MERCHANTS DEAD - DELIST.24/02/12,THE STYLE MERCHANTS LIMITED,Technology
SUNMART HOLDINGS,T:SHLI,SMHL.SI^D17,T:SHLI,SUNMART HOLDINGS DEAD - DELIST.03/04/17,SUNMART HOLDINGS LIMITED,Industrials
SUNNINGDALE PRECN.INDS.,T:SUNI,-,T:SUNI,SUNNINGDALE PRECN.INDS. DEAD - DELIST 18/07/05,SUNNINGDALE PRECISION INDUSTRIES LTD,Basic Materials
SUNNINGDALE TECH,T:TECH,SUND.SI^D21,T:TECH,SUNNINGDALE TECH DEAD - DELIST.20/04/21,SUNNINGDALE TECH LTD,Industrials
SUNRAY HDG.,T:SNRY,SRAY.SI^D14,T:SNRY,SUNRAY HDG. DEAD - DELIST.01/04/14,SUNRAY HOLDINGS LTD,Health Care
SUNVIC CHEMICAL HOLDINGS,T:SCHL,SVCH.SI^D21,T:SCHL,SUNVIC CHEMICAL HOLDINGS DEAD - DELIST.01/04/21,SUNVIC CHEMICAL HOLDINGS LTD,Basic Materials
SUPER GROUP,T:SUPE,SPGP.SI^F17,T:SUPE,SUPER GROUP DEAD - DELIST.06/06/17,SUPER GROUP LIMITED,Consumer Staples
SUPERBOWL HOLDINGS,T:SUPB,SBOW.SI^F14,T:SUPB,SUPERBOWL HOLDINGS DEAD - DELIST.27/06/14,SUPERBOWL HOLDINGS LIMITED,Consumer Discretionary
SUPERIOR MLT.-PACK.,T:SUPM,SMPS.SI^K13,T:SUPM,SUPERIOR MLT.-PACK. DEAD - DELIST.29/11/13,SUPERIOR MULTI-PACKAGING LIMITED,Industrials
SURFACE MT.TECH.(HDG.),T:SURF,SMTD.SI^I14,T:SURF,SURFACE MT.TECH.(HDG.) DEAD - DELIST.25/09/14,SURFACE MOUNT TECHNOLOGY (HOLDINGS) LIMITED,Technology
SWEE HONG,T:SWHE,SWEE.SI^I20,T:SWHE,SWEE HONG DEAD - DELIST.25/09/20,SWEE HONG LIMITED,Industrials
SWISSCO INTL.,T:SWSS,SWIS.SI^I10,T:SWSS,SWISSCO INTL. DEAD - DELIST.24/09/10,SWISSCO INTERNATIONAL LIMITED,Industrials
TARGET REALTY,T:HLFS,-,T:HLFS,TARGET REALTY DEAD - DELIST 28/11/03,TARGET REALTY LIMITED,Financials
TASTYFOOD HDG.,T:TASY,-,T:TASY,TASTYFOOD HDG. DEAD - DELIST.25/04/08,TASTYFOOD HOLDINGS LIMITED,Consumer Staples
TAT HONG HOLDINGS,T:TAHO,TAT.SI^G18,T:TAHO,TAT HONG HOLDINGS DEAD - DELIST.20/07/18,TAT HONG HOLDINGS LIMITED,Industrials
TAT LEE BANK,T:TLEE,-,T:TLEE,TAT LEE BANK DEAD - MERGER 317560,TAT LEE BANK LIMITED,Financials
TAT LEE FINANCE,T:TLFN,-,T:TLFN,TAT LEE FINANCE DEAD - MERGER 691133,TAT LEE FINANCE LIMITED,Financials
TECHNICS OIL & GAS,T:TEGP,TECH.SI^I21,T:TEGP,TECHNICS OIL & GAS DEAD - DELIST.03/09/21,TECHNICS OIL & GAS LIMITED,Industrials
TECKWAH INDUSTRIAL CORPORATION,T:TECK,TECK.SI^K20,T:TECK,TECKWAH INDUSTRIAL CORPORATION,TECKWAH INDUSTRIAL CORPORATION LIMITED,Industrials
TELEDATA (SINGAPORE),T:TELS,TDAT.SI^K14,T:TELS,TELEDATA (SINGAPORE) DEAD - DELIST.28/11/14,TELEDATA (SINGAPORE) LIMITED,Telecommunications
TEXCHEM-PACK HDG.(S),T:TPHL,TXPH.SI^D16,T:TPHL,TEXCHEM-PACK HDG.(S) DEAD - DELIST.14/04/16,TEXCHEM-PACK HOLDINGS (S) LTD,Industrials
THAI PRIME FUND,503103,TPFS.SI^J10,503103,THAI PRIME FUND DEAD - DELIST.20/10/10,THAI PRIME FUND LIMITED (THE),Financials
THOMSON MED.CENTRE,T:THMC,-,T:THMC,THOMSON MED.CENTRE DEAD - DELIST.24/01/11,THOMSON MEDICAL CENTRE LIMITED,Health Care
TIBS HOLDINGS,T:TBSS,-,T:TBSS,TIBS HOLDINGS DEAD - DELIST.05/12/01,TIBS HOLDINGS LTD,Industrials
TIGER AIRWAYS HOLDINGS,T:TAH,TAHL.SI^E16,T:TAH,TIGER AIRWAYS HOLDINGS DEAD - DELIST.11/05/16,TIGER AIRWAYS HOLDINGS LIMITED,Consumer Discretionary
TIME WATCH INVESTMENTS,T:WEEP,-,T:WEEP,TIME WATCH INVESTMENTS DEAD - DELIST.20/06/11,TIME WATCH INVESTMENTS PTE LTD,Consumer Discretionary
TIMES PUBLISHING,T:TP@L,-,T:TP@L,TIMES PUBLISHING DEAD - DELIST 08/03/02,TIMES PUBLISHING LIMITED,Consumer Discretionary
TONG MENG INDUSTRIES,T:TONG,-,T:TONG,TONG MENG INDUSTRIES DEAD - DELIST 25/04/02,TONG MENG INDUSTRIES LIMITED,Consumer Discretionary
TOP GLOBAL,T:TOPG,TPGB.SI^H21,T:TOPG,TOP GLOBAL DEAD - DELIST.17/08/21,TOP GLOBAL LIMITED,Real Estate
TOWN & CITY PROPS. SUSP. 11/05/87,T:TOWN,-,T:TOWN,TOWN & CITY PROPS. SUSP. 11/05/87,NA,Financials
TRANS-ISLAND BUSINESS,675042,-,675042,TRANS-ISLAND BUSINESS DEAD - SEE 749884,NA,NA
TRANSMARCO,T:TRAN,-,T:TRAN,TRANSMARCO DEAD - DELIST.22/08/08,TRANSMARCO LIMITED,Consumer Discretionary
TSIT WING INTL.HDG.,T:TSIT,TSWN.SI^J13,T:TSIT,TSIT WING INTL.HDG. DEAD - DELIST.03/10/13,NA,Consumer Staples
UE E&C,T:UEEC,UECL.SI^C15,T:UEEC,UE E&C DEAD - DELIST.16/03/15,UE E&C LTD,Industrials
UNISTEEL TECH.,T:UNIS,-,T:UNIS,UNISTEEL TECH. DEAD - DELIST.23/09/08,UNISTEEL TECHNOLOGY LIMITED,Industrials
UNITED ENGINEERS,T:UENG,UTES.SI^B20,T:UENG,UNITED ENGINEERS DEAD - DELIST.26/02/20,UNITED ENGINEERS LIMITED,Industrials
UNITED INTL.SECS.,T:UISS,UTSS.SI^L13,T:UISS,UNITED INTL.SECS. DEAD - DELIST.26/12/13,UNITED INTERNATIONAL SECURITIES LIMITED,Financials
UNITED OVERSEAS BANK LTD,28045M,-,28045M,UNITED OVERSEAS BANK LTD,NA,NA
UNITED OVERSEAS FIN.,T:UOSF,-,T:UOSF,UNITED OVERSEAS FIN. DEAD - 24/01/00,UNITED OVERSEAS FINANCE LIMITED,Financials
UNZA HOLDINGS,T:UNZA,-,T:UNZA,UNZA HOLDINGS DEAD - DELIST.22/02/06,NA,Consumer Staples
UTD.TEST & ASSB.CTR.,T:UNTA,-,T:UNTA,UTD.TEST & ASSB.CTR. DEAD - DELIST.30/10/07,UNITED TEST AND ASSEMBLY CENTER LTD,Technology
VANTAGE,T:JMPH,-,T:JMPH,VANTAGE DEAD - DELIST.10/03/08,VANTAGE CORPORATION LIMITED,Consumer Discretionary
VARD HOLDINGS,T:STX,VARD.SI^K18,T:STX,VARD HOLDINGS DEAD - DELIST.02/11/18,VARD HOLDINGS LTD,Energy
VERTEX VENTURE HDG.,T:VERT,-,T:VERT,VERTEX VENTURE HDG. DEAD - 10/12/02,VERTEX VENTURE HOLDINGS LTD,Financials
VICKERS BALLAS HDG.,T:VICK,-,T:VICK,VICKERS BALLAS HDG. DEAD - DEAD 07/09/01,VICKERS BALLAS HOLDINGS LIMITED,Financials
VICKERS CAPITAL,T:SALI,-,T:SALI,VICKERS CAPITAL DEAD - DELIST.16/07/02,VICKERS CAPITAL LIMITED,Financials
VIVA INDUSTRIAL TRUST REIT,T:VIVA,VIVA.SI^J18,T:VIVA,VIVA INDUSTRIAL TRUST REIT,VIVA INDUSTRIAL TRUST,Real Estate
VIZ BRANZ,T:VIZB,VIZB.SI^I13,T:VIZB,VIZ BRANZ DEAD - DELIST.25/09/13,VIZ BRANZ LIMITED,Consumer Staples
WAH SHING INTL. 50,T:WAHI,-,T:WAHI,WAH SHING INTL. 50 DEAD - DELIST.05/04/02,NA,Financials
WAH SHING INTL.HDG.,T:WAH,-,T:WAH,WAH SHING INTL.HDG. DEAD - DELIST.05/05/06,WAH SHING INTERNATIONAL HOLDINGS LIMITED,Consumer Discretionary
WANT WANT HOLDINGS,865530,-,865530,WANT WANT HOLDINGS DEAD - DELIST.11/09/07,WANT WANT HOLDINGS LIMITED,Consumer Staples
WANXIANG INTERNATIONAL,T:WXIL,WXIL.SI^C12,T:WXIL,WANXIANG INTERNATIONAL DEAD - DELIST.30/03/12,WANXIANG INTERNATIONAL LIMITED,Basic Materials
WHEELOCK PROPS.(SING.),T:MARC,WPSL.SI^J18,T:MARC,WHEELOCK PROPS.(SING.) DEAD - DELIST.18/10/18,WHEELOCK PROPERTIES (SINGAPORE) LTD,Real Estate
WINAS,T:SINW,WINA.SI^H20,T:SINW,WINAS DEAD - DELIST.03/08/20,WINAS LTD,Industrials
WONGS CIRCUITS HDG.(SES),887575,-,887575,WONGS CIRCUITS HDG.(SES) DEAD - DELIST 02/10/01,WONG'S CIRCUIT (HOLDINGS) LIMITED,Industrials
WPG INTL.,T:ALLC,-,T:ALLC,WPG INTL. DEAD - DELIST.06/08/04,WPG INTERNATIONAL LIMITED,Consumer Discretionary
XINREN ALUMINUM HOLDINGS,T:XAH,XIRN.SI^E16,T:XAH,XINREN ALUMINUM HOLDINGS DEAD - DELIST.26/05/16,XINREN ALUMINUM HOLDINGS LIMITED,Basic Materials
YAMAICHI DAE FUND,503532,-,503532,YAMAICHI DAE FUND DEAD - DELIST.23/02/06,YAMAICHI DAE FUND LIMITED,Financials
YONG XIN INTL.HDG.,T:YXIH,YXIH.SI^L15,T:YXIH,YONG XIN INTL.HDG. DEAD - DELIST.08/12/15,YONG XIN INTERNATIONAL HOLDINGS LIMITED.,Basic Materials
YORKSHINE HDG.,T:CRET,YORK.SI^I20,T:CRET,YORKSHINE HDG. DEAD - DELIST.28/09/20,YORKSHINE HOLDINGS LTD,Basic Materials
ZAGRO ASIA,T:ZAGR,ZAGO.SI^D16,T:ZAGR,ZAGRO ASIA DEAD - DELIST.13/04/16,ZAGRO ASIA LIMITED,Consumer Staples
ZHONGGUO JILONG,T:ZHIL,ZHJI.SI^J09,T:ZHIL,ZHONGGUO JILONG DEAD - DELIST.13/10/09,ZHONGGUO JILONG LTD,Consumer Staples
ZHONGHUI HOLDINGS,T:ZHUI,ZHON.SI^E11,T:ZHUI,ZHONGHUI HOLDINGS DEAD - DELIST.06/05/11,ZHONGHUI HOLDINGS LTD,Utilities
A-SONIC AEROSPACE 1,T:AWRX,ASONx.SI^G15,T:AWRX,A-SONIC AEROSPACE 1 DEAD - DELIST.14/07/15,A-SONIC AEROSPACE LTD,Industrials
AAT (SES),T:AUTR,AAT.SI^A16,T:AUTR,AAT (SES) DEAD - DELIST.13/01/16,AAT CORP LTD,Industrials
ABERDEEN ASSET MAN.(SES),T:ABDN,-,T:ABDN,ABERDEEN ASSET MAN.(SES) DEAD - DELIST.10/03/06,ABERDEEN ASSET MANAGEMENT PLC,Financials
